C�digo;CNPJ/CPF/CIE
7052844;09.329.586/0004-50
7052845;38.375.884/0001-31
7052846;43.240.267/0001-69
7052847;54.380.953/0001-51
7052849;14.201.902/0001-09
7052850;39.433.753/0001-26
7052851;26.013.236/0001-56
7052852;05.087.640/0001-02
7052853;31.522.271/0001-30
7052854;00.790.751/0003-10
7052855;20.606.930/0001-09
7052856;28.774.899/0001-19
7052857;32.526.059/0001-04
7052858;41.633.109/0001-43
7052995;47.913.151/0001-02
7052996;10.158.356/0004-54
7052999;17.155.391/0025-93
7053000;42.236.326/0006-77
7053001;44.611.590/0001-64
7053002;49.487.720/0001-12
7053003;50.316.248/0001-34
7053004;03.478.592/0001-40
7053005;10.476.210/0001-04
7053006;22.400.986/0001-20
7053007;29.918.467/0001-05
7053008;39.751.710/0001-99
7053009;42.095.933/0001-50
7053010;49.031.736/0001-16
7053011;84.936.897/0001-50
7053012;23.873.313/0001-50
7053013;15.800.545/0004-00
7053015;49.886.361/0001-76
7053082;04.514.614/0001-42
7053190;48.064.150/0001-95
7053083;17.281.973/0010-30
7053089;19.929.520/0001-01
7053091;53.658.473/0001-47
7053105;54.033.411/0001-02
7053106;12.328.467/0001-44
7053107;19.962.087/0001-06
7053145;16.877.884/0001-05
7053177;12.598.196/0003-09
7053178;12.598.196/0004-90
7053179;28.464.207/0001-36
7053180;13.516.247/0001-07
7053200;05.565.646/0001-30
7053201;08.439.250/0001-34
7053214;40.840.136/0001-24
7053240;12.040.353/0001-02
7053181;07.215.027/0001-40
7053254;26.745.417/0001-77
7053189;28.075.484/0001-57
7053328;29.457.003/0001-30
7053342;44.495.799/0001-00
7053389;20.076.082/0001-65
7053381;22.446.257/0001-04
7053382;03.823.445/0001-60
7053385;04.099.931/0001-40
7053457;26.218.342/0001-76
7052878;04.750.901/0001-51
7052879;10.363.795/0001-56
7052880;40.143.734/0001-44
7052881;12.420.164/0001-57
7052884;37.881.598/0001-85
7052893;51.932.318/0001-41
7052896;26.234.121/0001-91
7052897;33.127.436/0001-03
7052912;43.109.717/0001-89
7052924;16.670.085/0179-88
7052936;07.829.401/0001-06
7052937;00.101.476/0001-19
7052939;26.404.731/0352-24
7052940;11.188.675/0001-22
7052942;19.501.154/0001-95
7052943;18.556.683/0001-23
7052944;33.502.874/0001-04
7052945;40.710.613/0001-37
7052946;05.428.195/0001-99
7053505;32.249.343/0001-80
7053628;52.319.224/0001-64
7053629;13.422.552/0001-30
7053658;25.142.276/0001-35
7053662;33.151.297/0001-45
7053680;26.016.721/0001-83
7053682;34.587.117/0001-35
7053699;22.320.706/0001-73
7053739;36.054.640/0001-21
7053740;31.663.109/0001-32
7053857;24.446.612/0001-70
7053863;05.982.532/0001-95
7053917;52.681.680/0001-50
7053918;26.643.028/0001-30
7053923;43.894.555/0001-37
7054038;60.665.528/0001-01
7054130;40.268.522/0001-93
7054164;06.002.532/0001-44
7054193;04.130.002/0001-56
7054195;40.445.300/0001-07
7054201;41.173.302/0001-49
7054283;05.932.899/0001-02
7054383;34.163.332/0001-09
7054441;27.102.286/0001-72
7054467;38.448.307/0001-22
7054516;22.458.144/0001-29
7054604;22.986.076/0001-70
7054694;36.213.138/0001-16
7054737;25.045.561/0001-38
7054795;43.267.441/0001-67
7054817;45.304.118/0001-41
7054967;44.691.734/0001-30
7054972;08.857.897/0001-86
7054994;19.655.999/0001-35
7053468;21.543.239/0001-88
7053469;30.572.753/0001-32
7053470;36.240.222/0001-29
7053471;71.378.152/0001-70
7053472;05.442.735/0001-99
7053473;10.941.495/0001-07
7053474;15.402.459/0001-99
7053475;17.268.892/0001-09
7053476;17.888.641/0001-27
7053477;19.594.385/0001-90
7053478;24.906.348/0001-00
7053479;29.220.490/0001-13
7053480;32.527.019/0003-49
7053481;33.484.508/0001-61
7053482;35.627.443/0001-91
7053483;36.729.526/0001-54
7053484;37.694.690/0001-36
7053485;38.037.290/0001-10
7053486;39.705.097/0001-73
7053487;41.516.221/0001-02
7053488;43.885.394/0001-15
7053489;46.460.709/0001-70
7053490;46.929.542/0001-44
7053491;29.007.920/0001-13
7053492;37.264.970/0001-04
7055005;05.767.214/0001-01
7055006;36.296.470/0001-91
7055013;08.686.004/0001-87
7055014;17.995.711/0001-46
7055015;04.641.376/0193-17
7055016;26.153.608/0001-40
7055017;15.336.457/0001-49
7055018;20.511.682/0001-04
7055019;22.859.084/0001-56
7055020;22.951.717/0001-51
7055021;29.142.469/0001-47
7055022;29.383.126/0001-74
7055023;31.156.509/0001-51
7055024;32.839.148/0001-00
7055025;33.690.312/0001-23
7055026;33.740.318/0001-68
7055027;35.829.127/0001-00
7055028;37.066.973/0001-33
7055029;37.812.391/0001-59
7055030;38.470.461/0001-09
7055031;40.720.800/0001-00
7055032;41.205.688/0001-23
7055033;42.030.424/0001-49
7055034;42.640.831/0001-78
7055035;43.065.897/0001-44
7055036;43.536.154/0001-05
7055037;44.251.410/0001-80
7055038;45.435.041/0001-49
7055039;45.506.962/0001-55
7055040;45.674.865/0001-71
7055041;47.291.560/0001-06
7055042;48.502.360/0001-18
7055043;53.910.569/0001-50
7055089;60.626.512/0003-51
7055148;10.262.614/0001-03
7055149;06.043.920/0001-73
7055598;48.315.256/0001-14
7055599;49.995.341/0001-33
7055600;11.165.395/0002-80
7055601;44.613.207/0001-07
7055708;19.148.334/0002-16
7055848;05.043.119/0001-65
7055849;11.028.706/0001-88
7055897;03.334.979/0001-22
7055931;14.687.450/0001-09
7056064;55.363.910/0001-20
7056065;50.147.264/0001-40
7056066;48.531.986/0001-52
7056067;51.395.159/0001-93
7056068;26.194.876/0001-00
7055234;53.265.271/0001-35
7055248;27.664.900/0001-90
7055250;45.246.410/0004-06
7055254;33.633.561/0001-87
7055271;16.670.085/0532-75
7055275;01.300.351/0001-80
7055276;33.787.094/0001-40
7055289;47.205.317/0001-28
7055439;21.202.793/0001-00
7055530;45.095.044/0001-80
7055537;52.882.811/0001-67
7055538;42.888.099/0001-50
7055539;15.359.115/0001-44
7055540;48.114.222/0001-61
7055550;02.286.568/0001-46
7055556;19.307.847/0001-41
7055559;37.429.844/0001-62
7055562;17.200.684/0002-59
7055563;16.878.105/0001-88
7055568;27.140.239/0001-13
7055579;24.002.760/0001-04
7055580;10.812.223/0001-07
7055581;51.289.639/0001-70
7055582;28.249.579/0001-40
7055592;52.501.784/0001-35
7055594;90.281.627/0001-50
7055595;20.043.176/0001-38
7056125;07.907.917/0001-13
7056132;41.125.739/0002-98
7056136;29.331.210/0001-44
7056137;53.544.256/0001-26
7056143;28.123.102/0001-13
7056144;24.102.735/0001-94
7056145;47.703.192/0001-66
7056146;40.805.298/0001-21
7056147;42.751.128/0001-37
7056148;36.660.490/0001-08
7056149;04.989.999/0001-02
7056150;10.353.355/0001-18
7056151;18.854.182/0012-86
7056156;04.784.895/0001-53
7056157;04.405.242/0001-16
7056160;26.774.529/0001-56
7056161;14.321.537/0001-68
7056152;54.337.628/0001-06
7056162;51.741.652/0001-18
7056176;53.188.059/0001-11
7056177;17.099.987/0001-46
7056178;18.714.345/0001-72
7056179;19.409.439/0001-09
7056467;17.781.467/0001-19
7056524;48.984.355/0001-99
7056525;11.177.434/0001-88
7056526;51.713.879/0001-50
7056527;28.273.733/0001-19
7056528;41.170.403/0001-66
7056530;51.639.459/0001-70
7056531;21.526.876/0001-46
7056532;36.089.173/0001-75
7056533;86.531.480/0002-13
7056534;49.698.051/0001-28
7056535;53.287.753/0001-96
7056536;57.424.244/0001-19
7056537;62.988.365/0001-23
7056570;22.410.393/0002-25
7056583;44.131.339/0001-00
7056587;16.670.085/0383-90
7056693;57.029.431/0001-06
7056694;18.241.372/0001-75
7056698;42.283.770/0001-39
7056727;40.249.942/0001-22
7056728;20.619.828/0001-30
7056839;39.950.177/0001-94
7056729;39.368.647/0001-06
7056748;00.679.324/0001-06
7056753;08.845.782/0001-71
7056840;09.164.206/0001-21
7056730;07.764.147/0001-05
7056731;14.739.707/0001-29
7056732;15.624.734/0008-95
7056733;25.008.560/0001-13
7056734;26.193.469/0001-88
7056735;30.428.333/0002-68
7056736;37.930.752/0001-61
7056737;51.514.092/0001-69
7056738;61.193.611/0001-98
7056739;43.951.881/0001-39
7056740;20.717.387/0001-09
7056841;08.311.207/0001-99
7056842;03.666.486/0001-90
7056854;45.862.178/0001-80
7056857;30.687.182/0001-81
7056858;17.930.688/0001-01
7056859;18.617.747/0001-59
7056810;41.092.617/0001-61
7056816;54.735.518/0001-00
7056817;26.842.114/0001-72
7056818;32.724.835/0001-80
7056860;40.694.369/0001-66
7056861;42.044.570/0001-23
7056862;48.896.253/0001-11
7056863;36.321.523/0001-87
7056864;09.254.669/0001-84
7056865;85.487.379/0014-83
7056866;24.230.747/0010-95
7056872;28.809.904/0001-81
7056873;03.831.403/0007-66
7056874;03.007.331/0153-35
7056875;40.261.035/0005-22
7056876;12.564.625/0003-27
7056877;03.007.331/0150-92
7056878;48.740.351/0082-20
7056879;03.007.331/0121-58
7056880;03.007.331/0132-00
7056881;03.007.331/0108-80
7056882;03.007.331/0143-63
7056180;32.404.645/0001-86
7056181;14.381.634/0001-46
7056182;03.007.331/0048-05
7056183;03.007.331/0049-96
7056184;03.007.331/0083-98
7056185;03.007.331/0130-49
7056186;31.423.169/0008-54
7056187;20.895.924/0001-00
7056193;07.358.761/0235-33
7056201;25.006.132/0001-51
7056202;49.418.458/0001-54
7056203;45.386.710/0001-30
7056205;40.390.077/0002-10
7056206;11.208.302/0002-57
7056207;25.421.873/0001-07
7056221;22.520.532/0001-92
7056222;04.214.716/0001-42
7056223;37.622.175/0001-40
7056224;52.571.689/0001-08
7056225;27.918.248/0001-92
7056335;10.175.924/0001-82
7056336;21.584.813/0001-46
7056337;58.598.368/0001-83
7056354;02.944.683/0001-60
7056355;12.307.854/0001-02
7056356;37.636.249/0003-60
7056455;52.698.397/0001-30
7056358;50.400.407/0012-37
7056423;02.004.496/0001-05
7056456;44.702.119/0001-81
7056457;35.573.605/0001-56
7056458;36.972.313/0001-59
7056459;38.332.254/0001-80
7056460;30.769.808/0001-07
7056461;05.254.598/0001-69
7056462;42.559.479/0001-40
7056463;39.273.768/0001-74
7056464;35.856.750/0001-44
7056465;14.710.499/0001-35
7056466;20.620.405/0001-30
7057026;52.783.588/0001-09
7057076;45.152.004/0001-23
7057124;10.325.265/0001-13
7057125;87.193.215/0001-54
7057246;36.233.895/0001-51
7057247;51.545.092/0001-26
7057276;14.828.758/0001-27
7057318;18.908.698/0001-03
7057329;33.320.504/0001-48
7057365;53.741.641/0001-63
7057506;52.150.142/0001-39
7057600;43.857.021/0001-30
7057658;42.628.451/0001-18
7057668;53.936.283/0001-44
7057669;28.551.691/0001-30
7057710;06.161.406/0001-32
7057711;24.428.407/0001-82
7057712;26.288.802/0001-32
7057779;43.406.357/0001-87
7057920;41.281.115/0001-89
7057966;62.123.336/0032-03
7058079;50.871.580/0001-60
7058083;17.161.190/0001-21
7058102;34.358.888/0001-50
7058164;35.323.513/0001-18
7058185;39.927.688/0001-95
7058215;47.718.293/0001-00
7058293;12.588.195/0001-11
7058316;53.715.590/0001-03
7058323;20.642.590/0001-63
7058331;36.811.821/0001-55
7058377;27.130.975/0001-90
7058445;15.139.419/0001-04
7058475;24.819.549/0001-70
7058507;39.302.943/0001-04
7058524;05.510.997/0001-43
7058532;18.495.124/0001-50
7058567;34.325.515/0007-79
7058568;22.157.272/0001-32
7058569;48.873.180/0001-42
7058581;27.701.387/0001-60
7058590;38.107.179/0001-53
7058749;37.755.023/0001-16
7058871;49.927.182/0001-30
7058872;03.790.065/0001-76
7058880;23.017.355/0001-99
7058881;24.217.479/0001-80
7058882;41.850.815/0001-47
7058879;43.973.805/0001-24
7059610;50.397.450/0001-38
7059611;28.018.073/0001-20
7059612;32.678.980/0028-92
7059615;06.345.884/0001-00
7059618;40.615.701/0001-50
7059619;50.398.509/0001-02
7059620;50.067.286/0001-09
7059621;52.183.883/0001-16
7059625;44.275.580/0001-03
7059627;53.404.920/0001-31
7059631;21.849.075/0001-11
7059636;49.234.244/0001-28
7059637;13.261.637/0001-83
7059641;47.125.551/0001-45
7059643;42.555.463/0001-60
7059653;04.920.182/0001-70
7059656;52.100.155/0001-01
7059662;47.468.894/0001-02
7059663;51.615.681/0001-33
7059664;55.329.808/0001-09
7059666;18.941.306/0001-08
7059674;45.511.269/0001-70
7059675;27.115.887/0001-10
7059677;14.317.885/0001-61
7059678;29.534.198/0001-75
7059080;13.571.791/0001-51
7059081;54.579.258/0001-13
7059082;20.873.417/0001-76
7059083;28.120.320/0001-02
7059084;17.722.480/0001-05
7059085;37.190.264/0001-65
7059086;03.751.125/0001-41
7059087;10.870.005/0001-29
7059088;15.105.819/0001-90
7059190;54.108.395/0001-70
7059446;64.766.470/0001-43
7059534;11.370.667/0001-00
7059561;15.643.937/0001-52
7059562;73.939.449/0006-06
7059563;34.413.232/0001-93
7059564;26.415.671/0001-07
7059565;31.423.169/0006-92
7059566;89.823.918/0006-59
7059567;03.646.703/0003-41
7059560;24.699.832/0001-06
7059568;09.296.295/0013-01
7059569;11.184.864/0001-27
7059570;33.048.240/0001-15
7059604;43.982.584/0001-50
7059605;41.454.486/0001-15
7059606;42.729.691/0001-09
7059607;20.147.617/0038-33
7059608;03.007.331/0171-17
7059609;26.375.164/0001-97
7059740;04.742.679/0001-45
7059813;33.704.176/0001-83
7059835;40.180.360/0001-37
7059880;29.829.480/0001-80
7059979;20.102.083/0001-37
7059980;42.178.913/0001-42
7059981;55.558.739/0001-05
7059982;40.995.420/0001-70
7059983;45.831.033/0001-11
7059984;45.373.050/0001-52
7059990;55.741.630/0001-09
7059992;01.109.184/0004-38
7059993;34.996.334/0001-89
7060018;04.389.070/0001-34
7060146;32.980.250/0001-21
7060147;39.456.602/0001-93
7060148;40.537.638/0001-80
7060149;45.904.108/0001-47
7060150;50.779.991/0001-20
7060151;51.154.464/0001-93
7060152;22.565.355/0001-60
7060153;12.105.930/0001-99
7060154;68.677.921/0001-27
7060155;02.931.230/0001-08
7060156;23.957.840/0001-42
7060157;05.169.858/0001-06
7060158;02.633.346/0001-52
7060167;50.734.535/0001-64
7060168;52.620.502/0001-19
7060169;21.082.023/0001-62
7060170;50.940.042/0001-80
7060171;13.236.261/0001-57
7060173;10.533.926/0002-87
7060026;67.632.216/0001-40
7060174;50.168.644/0001-61
7060029;06.045.118/0001-12
7060032;44.161.185/0005-15
7060034;16.916.405/0001-04
7060037;32.553.337/0001-12
7060041;06.979.257/0001-13
7060176;10.882.577/0001-28
7060042;01.336.140/0006-02
7060177;45.926.430/0001-77
7060061;18.769.207/0001-90
7060133;00.907.357/0001-58
7060135;17.049.531/0001-71
7060137;39.237.562/0001-99
7060138;26.988.951/0001-04
7060141;36.195.455/0001-57
7060145;24.479.880/0001-99
7060178;33.248.418/0001-71
7060179;23.318.613/0001-77
7060180;22.564.053/0001-78
7060181;77.824.738/0001-06
7060182;07.651.726/0001-33
7060183;52.711.060/0001-16
7060185;27.377.196/0001-94
7060192;07.044.456/0030-37
7060193;04.727.693/0001-70
7060186;53.469.784/0001-68
7060195;26.366.052/0001-70
7060196;91.159.764/0036-00
7060199;05.135.089/0001-17
7060200;14.221.547/0001-21
7060198;40.309.359/0001-60
7060201;86.406.691/0001-43
7060202;86.495.074/0001-61
7060203;02.558.157/0916-13
7060204;22.615.396/0001-14
7060205;39.860.871/0001-10
7060208;46.923.934/0008-72
7060209;05.035.532/0018-26
7060210;08.860.168/0007-74
7060211;28.975.442/0003-34
7060234;54.289.830/0001-00
7060235;14.971.023/0001-58
7060206;20.066.577/0001-03
7060207;09.078.468/0001-73
7060212;00.778.923/0001-79
7060213;03.106.638/0001-08
7060214;10.510.640/0003-67
7060215;13.714.847/0001-80
7060216;23.306.699/0002-07
7060217;28.996.982/0001-32
7060218;50.146.475/0001-69
7060219;12.880.818/0001-25
7060220;02.938.119/0001-35
7060221;05.689.439/0001-97
7060222;11.146.393/0001-62
7060223;33.939.830/0003-08
7060224;34.443.638/0001-19
7060225;41.913.541/0001-98
7060226;47.197.452/0001-79
7060227;50.640.729/0001-09
7060228;51.565.249/0001-85
7060229;52.061.653/0001-84
7060230;68.452.762/0001-62
7060231;41.675.678/0001-51
7060232;19.469.500/0001-03
7060233;22.257.530/0001-52
7060241;59.800.110/0001-80
7060236;45.543.915/0008-58
7060242;02.986.234/0006-90
7060243;52.504.414/0001-51
7060244;43.469.942/0001-26
7060245;61.236.709/0001-85
7060246;06.975.557/0001-24
7060248;10.329.364/0001-73
7060249;54.991.279/0001-41
7060264;95.591.723/0060-79
7060378;48.057.793/0001-01
7060379;42.580.092/0043-25
7060380;13.772.311/0001-10
7060381;02.326.547/0001-07
7060417;34.157.191/0001-11
7060430;48.164.797/0001-99
7060433;41.967.543/0001-60
7060435;36.111.663/0001-20
7060437;39.587.710/0001-03
7060438;44.043.691/0001-86
7060448;19.726.990/0001-78
7060487;52.983.015/0001-10
7060492;51.376.347/0001-74
7060511;44.723.312/0002-80
7060776;26.420.514/0001-90
7060794;21.229.281/0001-29
7060519;03.543.669/0001-18
7060278;88.916.135/0001-42
7060279;04.017.777/0001-10
7060331;53.209.765/0001-00
7060333;17.498.163/0006-53
7060332;36.494.674/0001-37
7060334;03.814.698/0001-77
7060344;37.829.594/0001-58
7060345;24.427.020/0001-01
7060346;11.387.192/0001-57
7060347;22.339.862/0001-86
7060348;26.653.280/0002-01
7060349;28.366.038/0002-82
7060350;31.312.156/0001-31
7060351;33.736.309/0001-01
7060352;35.375.457/0001-65
7060353;36.984.105/0001-70
7060354;41.639.413/0001-06
7060355;43.650.436/0001-39
7060356;50.018.120/0001-94
7060357;51.285.582/0001-30
7060358;53.207.352/0001-89
7060359;24.335.485/0001-32
7060850;31.002.698/0001-08
7060851;32.070.239/0001-24
7060855;18.094.813/0001-53
7060856;22.985.832/0002-28
7060857;01.336.140/0005-21
7060858;43.650.302/0001-18
7060872;50.024.238/0001-25
7060873;24.161.598/0001-69
7060910;52.681.551/0001-61
7060911;34.798.217/0001-00
7060912;00.787.540/0001-67
7060913;05.266.821/0005-11
7060932;26.519.735/0001-10
7060933;20.016.376/0001-00
7060934;53.797.995/0001-20
7060935;09.032.626/0002-35
7060961;55.413.000/0001-05
7060962;17.066.568/0001-08
7061026;37.498.978/0001-35
7061039;06.320.985/0001-19
7061112;32.275.275/0001-24
7061885;55.196.822/0001-81
7061886;52.471.295/0001-88
7061887;35.030.668/0001-66
7061888;46.653.035/0001-20
7061954;10.296.070/0001-92
7061986;29.143.683/0001-18
7062050;33.060.595/0001-20
7062253;30.317.826/0001-40
7062258;24.787.154/0001-33
7061367;28.027.926/0001-90
7061413;47.266.565/0001-89
7061534;15.058.107/0001-68
7061577;37.490.817/0001-03
7061721;50.773.475/0001-99
7062393;31.880.244/0001-30
7061827;10.545.237/0001-01
7062424;35.368.212/0001-00
7062431;46.899.825/0001-90
7062476;38.199.406/0001-18
7062532;14.598.444/0001-85
7062568;05.469.758/0001-97
7062603;32.016.188/0001-52
7062714;24.374.667/0001-12
7062715;11.208.302/0001-76
7062716;45.901.867/0016-32
7062717;17.733.494/0001-16
7062718;44.913.721/0001-68
7062711;15.422.458/0001-06
7062712;50.591.929/0001-00
7063128;19.967.165/0001-65
7063129;46.103.029/0001-08
7063133;22.766.621/0001-13
7063137;50.040.508/0001-91
7063148;31.592.419/0001-03
7063159;55.750.028/0001-38
7063160;28.516.980/0001-07
7063161;21.476.112/0003-55
7063169;32.678.980/0032-79
7063170;55.365.935/0001-63
7063172;55.512.907/0001-21
7063185;08.679.531/0001-64
7063186;45.076.763/0001-54
7063195;54.893.794/0001-99
7063196;07.084.244/0001-49
7063261;02.059.827/0002-87
7063262;13.024.792/0001-86
7063263;09.528.889/0001-59
7063264;16.854.604/0001-35
7063265;37.030.675/0001-93
7063266;24.925.300/0003-01
7063267;45.775.416/0001-10
7063268;48.129.338/0001-74
7063269;55.377.694/0001-72
7063281;05.845.690/0001-01
7063282;23.128.960/0001-37
7063283;15.141.008/0001-45
7063284;28.520.924/0001-38
7063285;48.699.519/0001-36
7063286;07.263.762/0004-72
7063287;04.737.552/0005-61
7063288;20.501.045/0001-57
7063289;43.231.495/0001-72
7063290;33.792.914/0001-91
7063291;31.307.444/0001-06
7063292;14.653.484/0001-82
7063293;71.138.424/0001-65
7063294;55.868.569/0001-65
7063295;56.021.119/0001-03
7063296;04.641.376/0229-62
7063297;12.528.610/0001-41
7063301;05.111.606/0001-18
7063313;17.489.954/0001-02
7063315;42.278.343/0001-62
7063316;42.438.787/0001-18
7063317;41.450.530/0001-19
7063318;27.635.722/0001-79
7063319;32.593.290/0001-10
7063320;34.215.070/0001-89
7063321;36.609.551/0001-02
7063322;38.477.367/0001-73
7063323;46.851.164/0001-23
7063324;55.468.169/0001-62
7063325;17.266.033/0001-80
7063326;50.523.699/0001-42
7063327;08.434.709/0002-98
7063328;76.436.849/0001-74
7063329;07.195.814/0001-78
7063330;00.356.328/0001-45
7063333;04.371.368/0001-17
7063334;21.327.131/0001-58
7063335;26.799.133/0001-63
7063351;18.105.342/0001-31
7063361;07.390.064/0001-95
7063362;19.630.974/0001-87
7063368;14.335.542/0006-34
7063369;22.786.433/0001-57
7063370;42.949.832/0002-80
7063371;54.186.393/0001-07
7063372;37.853.147/0001-34
7063373;11.170.837/0001-03
7063374;46.037.747/0001-15
7063375;05.812.515/0001-00
7063331;07.334.962/0001-26
7063332;27.607.254/0001-29
7063387;55.061.564/0001-26
7063379;04.885.839/0001-05
7063380;05.235.919/0004-20
7063381;14.749.549/0006-00
7063382;34.301.255/0001-06
7063383;01.026.483/0001-66
7063384;06.352.893/0042-99
7063393;05.006.173/0001-30
7063394;09.042.619/0001-33
7063406;45.460.589/0001-49
7063407;25.313.164/0005-23
7063408;09.234.494/0001-43
7063409;55.231.969/0001-65
7063438;16.803.959/0001-03
7063468;07.878.115/0001-22
7063480;33.415.665/0001-15
7063479;09.182.725/0002-01
7063481;05.399.791/0001-98
7063485;24.532.382/0001-62
7063486;18.363.750/0004-36
7063487;60.665.981/0002-07
7063488;24.683.247/0001-18
7063489;14.407.646/0001-00
7063490;42.836.150/0001-80
7063533;38.057.852/0001-98
7063534;20.775.660/0001-51
7063535;28.931.712/0001-43
7063536;31.658.184/0001-05
7063537;33.604.524/0001-40
7063538;35.327.151/0001-33
7063539;44.315.133/0001-22
7063540;45.129.382/0001-96
7063541;48.786.272/0001-95
7063542;39.483.158/0001-03
7063543;05.537.822/0001-20
7063516;11.697.350/0001-75
7063517;43.206.031/0001-06
7063518;71.066.427/0005-64
7063519;12.536.179/0001-85
7063520;27.802.640/0001-71
7063521;31.613.449/0001-59
7063522;42.860.839/0001-40
7063523;44.213.888/0001-16
7063524;48.490.203/0001-30
7063525;50.946.423/0001-77
7063526;52.957.647/0001-00
7063527;53.195.794/0001-52
7063528;54.264.317/0001-64
7063529;54.319.430/0001-08
7063530;42.307.909/0001-37
7063531;22.847.463/0001-26
7063532;12.675.929/0001-08
7063549;26.562.953/0001-37
7063561;48.029.629/0001-90
7063615;50.303.268/0001-70
7063643;55.939.303/0001-66
7063771;44.867.813/0001-59
7063772;21.600.669/0001-94
7063777;20.918.413/0001-67
7063773;19.523.848/0001-23
7063775;46.706.704/0001-85
7063776;36.196.323/0001-40
7063778;34.421.996/0001-20
7063780;09.248.164/0001-07
7063647;33.081.704/0001-95
7063648;06.239.798/0001-05
7063649;56.550.340/0001-40
7063650;18.234.373/0001-92
7063654;34.754.276/0001-87
7063666;01.094.725/0001-59
7063668;06.540.291/0001-97
7063670;18.496.501/0001-76
7063672;56.355.904/0001-94
7063674;62.972.245/0001-38
7063675;40.711.875/0001-16
7063676;55.406.231/0001-91
7063757;31.865.429/0001-75
7063758;02.217.124/0001-59
7063762;51.422.134/0001-31
7063800;16.670.085/0984-57
7063802;46.938.959/0001-73
7063803;16.670.085/0817-24
7063804;15.229.163/0001-18
7063971;32.602.639/0001-33
7063998;07.589.202/0001-60
7064072;08.798.891/0001-85
7064161;21.817.179/0001-44
7063376;04.737.552/0071-40
7063377;32.797.397/0001-80
7063378;44.123.242/0001-48
7064303;14.264.317/0001-40
7064314;08.207.061/0001-36
7064359;14.742.008/0001-38
7064385;50.567.111/0001-52
7064459;14.488.726/0001-20
7064469;01.619.986/0001-45
7064543;34.009.433/0001-20
7064544;18.978.092/0001-44
7064557;31.795.531/0001-41
7064569;29.393.116/0001-10
7064614;32.653.260/0001-52
7064647;45.058.897/0001-42
7064693;01.641.184/0001-31
7064750;23.220.980/0001-33
7064843;47.124.445/0001-47
7064872;52.067.175/0001-10
7064873;20.256.811/0001-65
7064891;34.755.792/0001-26
7064923;19.275.708/0001-83
7064924;14.891.973/0001-72
7064954;43.645.163/0001-34
7064986;03.007.331/0183-50
7064987;55.816.902/0001-92
7064988;44.384.229/0001-42
7065004;21.069.821/0001-54
7065005;24.653.161/0001-42
7065006;32.750.510/0001-72
7065007;32.839.234/0001-13
7065008;34.795.630/0001-11
7065009;36.830.686/0001-95
7065010;38.614.494/0001-77
7065011;40.273.115/0001-74
7065012;45.602.295/0001-04
7065013;46.187.342/0001-63
7065014;49.313.219/0001-30
7065015;50.473.430/0001-07
7065061;06.948.381/0001-11
7065083;46.202.155/0001-01
7065106;49.738.252/0001-01
7065245;41.856.189/0001-04
7065248;10.836.208/0001-07
7065252;44.599.444/0001-60
7065282;45.155.775/0001-74
7065299;44.514.622/0001-03
7065354;20.246.178/0001-24
7065369;04.770.783/0001-43
7065402;48.085.230/0001-27
7065416;42.192.841/0001-98
7065421;37.553.114/0001-79
7065441;33.665.646/0001-47
7065719;37.172.439/0001-01
7065723;08.578.391/0001-38
7065725;31.994.077/0001-58
7065731;38.248.751/0001-02
7065770;47.035.537/0001-50
7065784;10.704.063/0001-82
7065799;15.230.342/0001-75
7065857;19.918.920/0001-11
7065860;47.732.035/0001-89
7065952;54.484.782/0001-00
7066163;10.942.760/0001-71
7066164;09.020.444/0001-63
7066165;93.746.477/0001-00
7066169;54.725.277/0001-00
7066170;79.216.073/0001-75
7066172;03.163.935/0001-87
7066181;21.669.013/0001-28
7066185;27.262.197/0001-93
7066186;53.987.964/0001-31
7066188;51.495.143/0001-52
7065003;50.937.564/0001-23
7066194;41.306.049/0001-54
7066197;24.742.318/0001-06
7066206;03.247.760/0006-09
7066209;18.441.459/0001-96
7066217;11.571.025/0001-61
7066220;32.678.980/0017-30
7066221;10.439.863/0001-13
7066223;54.283.925/0001-16
7066224;52.561.205/0001-40
7066225;21.889.385/0001-60
7066228;42.927.143/0001-93
7066232;04.781.120/0001-24
7066234;09.433.059/0006-52
7066362;03.320.803/0001-11
7066423;20.041.620/0001-86
7066424;21.238.639/0001-80
7066445;13.237.364/0001-31
7066446;20.867.679/0001-28
7067052;06.984.948/0001-05
7067053;93.483.238/0001-04
7067054;19.950.228/0001-70
7067055;47.960.950/0469-70
7067056;03.267.079/0001-00
7067057;72.030.927/0007-70
7067071;14.915.795/0001-72
7067102;15.690.184/0001-36
7067146;08.741.899/0001-05
7067119;09.083.225/0001-23
7067120;56.135.397/0001-83
7066645;17.473.158/0001-81
7066680;07.364.718/0001-06
7066745;04.461.765/0001-80
7066844;42.611.727/0016-31
7066948;14.176.152/0001-54
7066950;20.332.802/0001-06
7066951;39.978.755/0002-81
7066952;14.342.700/0001-79
7066953;24.484.117/0002-37
7066954;26.144.748/0001-51
7066955;41.068.808/0001-98
7066956;52.298.048/0001-21
7066957;41.816.041/0001-38
7066958;18.131.762/0001-92
7066964;49.888.503/0001-34
7066965;11.030.090/0001-80
7066966;35.207.088/0001-00
7066967;34.580.475/0002-05
7067148;01.442.657/0002-52
7067149;02.017.835/0014-02
7067150;59.504.225/0001-28
7067151;02.296.216/0002-52
